index,name,type1,type2,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total_stats,legendary,mythical,generation,Smogon_VGC_Usage_2022,Smogon_VGC_Usage_2023,Smogon_VGC_Usage_2024,Worlds_VGC_Usage_2022,Worlds_VGC_Usage_2023,Worlds_VGC_Usage_2024
641,tornadus-therian,flying,  NO_TYPE ,  REGENERATOR ,none,None ,79,100,80,110,90,121,580,True,False,generation-v,0.0,0.02164,0.00933,NoUsage,NoUsage,NoUsage
642,thundurus-incarnate,electric,flying,prankster   ,No_ability,defiant   ,79,115,70,125,80,111,580,True,False,generation-v,23.09388,10.21401,1.06003,27.44,0.76,NoUsage
642,  THUNDURUS-THERIAN ,electric,flying,volt-absorb,no-ability,None ,79,105,70,145,80,101,580,True,False,generation-v,0.24761,1.39905,0.17925,0.29,0.41,none
643,reshiram,dragon   ,fire   ,turboblaze,N/A,  NONE  ,100,120,100,150,120,90,680,True,False,GEN_v,0.93208,-,0.12528,3.53,N/A,NoUsage
644,zekrom,dragon,  ELECTRIC ,teravolt,no-ability,  NONE  ,100,150,120,120,100,90,680,True,False,GEN_v,0.79884,-,0.03156,0.12,NoUsage,NoUsage
645,landorus-incarnate,ground,flying,sand-force,No_ability,sheer-force   ,89,125,90,115,80,101,600,True,False,generation-v,0.21915,3.71531,17.08534,0.27,0.86,NoUsage
645,landorus-therian,  GROUND ,flying,intimidate,no-ability,none    ,89,145,90,105,80,91,600,True,False,GERAÇAO-V,17.76942,26.52714,4.23346,15.06,45.8,NoUsage
646,kyurem   ,dragon,ice,pressure,no-ability,None ,125,130,90,130,90,95,660,True,False,generation-v,8e-05,NoUsage,0.00046,NoUsage,NoUsage,NULL
646,kyurem-black,  DRAGON ,ice   ,  TERAVOLT ,none,none    ,125,170,100,120,90,95,700,True,False,generation -   v,0.05505,NoUsage,0.14599,NoUsage,NoUsage,NoUsage
646,kyurem-white,dragon,ice   ,  TURBOBLAZE ,   ,None ,125,120,90,170,100,95,700,True,False,generation-v,2.31124,NoUsage,1.09887,1.8,zero,NoUsage
647,keldeo-ordinary,water,fighting,justified   ,No_ability,None ,91,72,90,129,90,108,580,False,True,generation-v,NoUsage,-,NoUsage,NoUsage,   ,NoUsage
647,  KELDEO-RESOLUTE ,water   ,  FIGHTING ,justified,none,None ,91,72,90,129,90,108,580,False,True,generation-v,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
648,  MELOETTA-ARIA ,normal,psychic,serene-grace   ,none,None ,100,77,77,128,128,90,600,False,True,generation -   v,zero,NoUsage,NoUsage,NoUsage,NoUsage,N/A
648,meloetta-pirouette   ,normal,fighting,serene-grace   ,None,None ,100,128,90,77,77,128,600,False,True,generation-v,NoUsage,-,NoUsage,NoUsage,NoUsage,NoUsage
649,genesect,bug,steel,download,  NO_ABILITY ,None ,71,120,95,120,95,99,600,False,True,generation-v,no usage,NoUsage,NoUsage,zero,NoUsage,NoUsage
650,chespin,grass,No_type,overgrow,  NO-ABILITY ,bulletproof,56,61,65,48,45,38,313,False,False,generation-vi,NoUsage,   ,-,NoUsage,NoUsage,   
651,quilladin,grass   ,No_type,  OVERGROW ,  NULL ,bulletproof   ,61,78,95,56,58,57,405,False,False,generation-vi,NoUsage,0.0,0.0,NoUsage,NO,NoUsage
652,chesnaught,grass   ,fighting,overgrow,No_ability,  BULLETPROOF ,88,107,122,74,75,64,530,False,False,GEN_vi,NoUsage,0.32165,0.01071,NoUsage,NO,N/A
653,fennekin,  FIRE ,No_type,blaze,N/A,magician   ,40,45,40,62,60,60,307,False,False,GERAÇAO-VI,NoUsage,0.0,zero,NULL,NoUsage,NoUsage
654,braixen,fire,  NO_TYPE ,blaze,N/A,magician   ,59,59,58,90,70,73,409,False,False,generation-vi,none,0.0,no usage,NoUsage,NoUsage,-
655,delphox,fire,psychic   ,blaze,NULL,magician,75,69,72,114,100,104,534,False,False,generation-vi,NoUsage,0.04391,0.02155,-,0.06,3.12
656,froakie   ,water,no_type   ,torrent,none,protean,41,56,40,62,44,71,314,False,False,GEN_vi,NoUsage,NoUsage,0.0,NoUsage,NULL,NoUsage
657,frogadier,water,No_type,torrent,N/A,protean   ,54,63,52,83,56,97,405,False,False,GEN_vi,none,0.0,0.0,   ,none,   
658,greninja,water,dark,  TORRENT ,N/A,protean,72,95,67,103,71,122,530,False,False,generation-vi,NoUsage,0.23,0.05375,no usage,NoUsage,0.09
658,greninja-battle-bond,water   ,dark,battle-bond,NULL,None ,72,95,67,103,71,122,530,False,False,generation-vi,   ,-,NoUsage,NoUsage,NO,N/A
658,greninja-ash,water,dark,battle-bond,None,None ,72,145,67,153,71,132,640,False,False,generation-vi,-,NoUsage,NULL,NoUsage,NO,NoUsage
659,bunnelby,  NORMAL ,No_type,pickup,cheek-pouch,huge-power,38,36,38,32,36,57,237,False,False,generation-vi,zero,NoUsage,NoUsage,no usage,NoUsage,NULL
660,diggersby,  NORMAL ,ground,pickup,cheek-pouch,huge-power,85,56,77,50,77,78,423,False,False,generation-vi,0.1213,NoUsage,   ,NoUsage,-,-
661,  FLETCHLING ,normal,flying,big-pecks,   ,gale-wings,45,50,43,40,38,62,278,False,False,generation -   vi,   ,1e-05,0.0,NoUsage,zero,NoUsage
662,fletchinder,fire,  FLYING ,flame-body,No_ability,  GALE-WINGS ,62,73,55,56,52,84,382,False,False,generation-vi,0.0,0.0,0.0,NoUsage,N/A,NoUsage
663,talonflame   ,fire,flying   ,flame-body,   ,gale-wings,78,81,71,74,69,126,499,False,False,GEN_vi,0.25896,12.80519,0.29476,0.71,0.19,6.33
664,scatterbug   ,bug,No_type,shield-dust,compound-eyes   ,friend-guard,38,35,40,27,25,35,200,False,False,generation -   vi,NoUsage,NO,0.0,NoUsage,NoUsage,NoUsage
665,spewpa,bug,  NO_TYPE ,shed-skin,none   ,  FRIEND-GUARD ,45,22,60,27,30,29,213,False,False,generation-vi,NoUsage,   ,0.0,zero,-,0.05
666,vivillon   ,  BUG ,flying,  SHIELD-DUST ,compound-eyes,friend-guard,80,52,50,90,50,89,411,False,False,generation-vi,-,NoUsage,0.01279,NoUsage,zero,NoUsage
667,litleo,fire,normal,rivalry   ,unnerve,moxie,62,50,58,73,54,72,369,False,False,generation-vi,   ,N/A,0.0,NoUsage,NoUsage,NO
668,pyroar,fire,normal,rivalry,unnerve   ,moxie,86,68,72,109,66,106,507,False,False,GERAÇAO-VI,NoUsage,0.0007,6e-05,NoUsage,none,   
669,flabebe,fairy,No_type,flower-veil,sem_habilidade,symbiosis,44,38,39,61,79,42,303,False,False,generation-vi,NoUsage,0.0,0.0,NoUsage,none,NoUsage
670,floette,fairy,No_type,flower-veil   ,None,  SYMBIOSIS ,54,45,47,75,98,52,371,False,False,generation-vi,NoUsage,0.0,0.0,zero,   ,NoUsage
670,floette-eternal,  FAIRY ,No_type,flower-veil,No_ability,symbiosis,74,65,67,125,128,92,551,False,False,GERAÇAO-VI,NULL,NoUsage,NoUsage,NoUsage,zero,NoUsage
671,florges,fairy,No_type,flower-veil,sem_habilidade,  SYMBIOSIS ,78,65,68,112,154,75,552,False,False,generation-vi,NoUsage,0.02937,0.054,NoUsage,NoUsage,NoUsage
672,  SKIDDO ,grass,no_type   ,  SAP-SIPPER ,none   ,grass-pelt   ,66,65,48,62,57,52,350,False,False,generation -   vi,NoUsage,0.0,no usage,NoUsage,NoUsage,no usage
673,gogoat   ,grass,no_type   ,sap-sipper   ,  NULL ,grass-pelt,123,100,62,97,81,68,531,False,False,generation-vi,NoUsage,0.00044,0.00162,none,   ,none
674,pancham,fighting,No_type,iron-fist,mold-breaker,scrappy,67,82,62,46,48,43,348,False,False,generation-vi,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
675,pangoro,fighting,dark,iron-fist,mold-breaker,scrappy,95,124,78,69,71,58,495,False,False,generation-vi,N/A,NoUsage,NoUsage,NO,NoUsage,NoUsage
676,furfrou   ,normal,No_type,fur-coat,none,None ,75,80,60,65,90,102,472,False,False,generation-vi,NoUsage,NoUsage,NoUsage,zero,NoUsage,   
677,espurr,psychic,No_type,keen-eye,infiltrator   ,own-tempo,62,48,54,63,60,68,355,False,False,generation-vi,0.0,NoUsage,0.0,NoUsage,NoUsage,NoUsage
678,meowstic-male   ,psychic,no_type   ,keen-eye,infiltrator,  PRANKSTER ,74,48,76,83,81,104,466,False,False,GEN_vi,0.07185,NULL,0.09186,no usage,NoUsage,0.11
678,meowstic-female,psychic,No_type,keen-eye,infiltrator,competitive,74,48,76,83,81,104,466,False,False,GERAÇAO-VI,NoUsage,NoUsage,NoUsage,zero,NoUsage,NoUsage
679,honedge,steel,ghost,no-guard   ,None,None ,45,80,100,35,37,28,325,False,False,generation-vi,0.0,NoUsage,NoUsage,N/A,NULL,NoUsage
680,doublade,steel,ghost,no-guard   ,  NULL ,None ,59,110,150,45,49,35,448,False,False,GERAÇAO-VI,0.0,NoUsage,none,NoUsage,NoUsage,NoUsage
681,aegislash-shield   ,steel,  GHOST ,stance-change,N/A,None ,60,50,140,50,140,60,500,False,False,GERAÇAO-VI,NoUsage,NoUsage,NoUsage,NULL,   ,NoUsage
681,aegislash   ,steel   ,ghost,stance-change,none,None ,60,140,50,140,50,60,500,False,False,generation-vi,0.02956,NoUsage,-,   ,NO,NO
682,spritzee   ,fairy,No_type,healer,None,aroma-veil   ,78,52,60,63,65,23,341,False,False,generation-vi,NULL,   ,NoUsage,NoUsage,NoUsage,NoUsage
683,aromatisse,fairy,No_type,healer,None,aroma-veil,101,72,72,99,89,29,462,False,False,GERAÇAO-VI,NoUsage,NoUsage,zero,NoUsage,no usage,NoUsage
684,swirlix,fairy,No_type,sweet-veil,sem_habilidade,unburden   ,62,48,66,59,57,49,341,False,False,generation-vi,0.0,NoUsage,NULL,NoUsage,NoUsage,NoUsage
685,slurpuff   ,fairy,No_type,sweet-veil,N/A,unburden,82,80,86,85,75,72,480,False,False,generation-vi,NO,NoUsage,N/A,-,NoUsage,-
686,inkay,dark,  PSYCHIC ,contrary,suction-cups,infiltrator,53,54,53,37,46,45,288,False,False,GERAÇAO-VI,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
687,malamar,dark   ,psychic,contrary,  SUCTION-CUPS ,  INFILTRATOR ,86,92,88,68,75,73,482,False,False,generation-vi,0.02161,NoUsage,0.19024,NoUsage,none,0.09
688,binacle,rock,water,tough-claws,sniper   ,pickpocket,42,52,67,39,56,50,306,False,False,generation-vi,0.0,NoUsage,-,NoUsage,NoUsage,NoUsage
689,barbaracle,rock,water,  TOUGH-CLAWS ,sniper,  PICKPOCKET ,72,105,115,54,86,68,500,False,False,generation-vi,0.0,NoUsage,NoUsage,NoUsage,NoUsage,no usage
690,skrelp,  POISON ,water,poison-point,poison-touch,adaptability,50,60,60,60,60,30,320,False,False,generation-vi,0.0,0.0,0.0,NoUsage,NO,NoUsage
691,  DRAGALGE ,poison,dragon,  POISON-POINT ,poison-touch   ,adaptability,65,75,90,97,123,44,494,False,False,generation-vi,0.00147,0.04962,0.00892,NoUsage,0.09,NoUsage
692,clauncher,water,No_type,mega-launcher,none,None ,50,53,62,58,63,44,330,False,False,generation-vi,0.0,0.0,0.0,zero,NoUsage,NoUsage
693,  CLAWITZER ,water,No_type,mega-launcher,no-ability,None ,71,73,88,120,89,59,500,False,False,generation -   vi,0.00846,0.28275,0.00473,NoUsage,NoUsage,NoUsage
694,  HELIOPTILE ,electric   ,normal,dry-skin,  SAND-VEIL ,solar-power,44,38,33,61,43,70,289,False,False,generation-vi,0.0,NoUsage,NoUsage,NoUsage,NoUsage,-
695,heliolisk,electric,normal,dry-skin,sand-veil,solar-power,62,55,52,109,94,109,481,False,False,generation-vi,0.04229,NoUsage,NoUsage,0.06,zero,-
696,  TYRUNT ,  ROCK ,  DRAGON ,strong-jaw   ,NULL,sturdy,58,89,77,45,45,48,362,False,False,generation-vi,NoUsage,NoUsage,none,NoUsage,NoUsage,N/A
697,tyrantrum,rock,dragon,strong-jaw,N/A,  ROCK-HEAD ,82,121,119,69,59,71,521,False,False,generation-vi,0.0,NoUsage,NoUsage,0.06,   ,NoUsage
698,amaura,rock,  ICE ,refrigerate,N/A,snow-warning   ,77,59,50,67,63,46,362,False,False,generation-vi,0.0,NoUsage,NoUsage,no usage,NO,NoUsage
699,aurorus,  ROCK ,ice   ,refrigerate,  NO-ABILITY ,  SNOW-WARNING ,123,77,72,99,92,58,521,False,False,generation-vi,0.0,NULL,NO,NoUsage,NoUsage,   
700,sylveon,fairy,  NO_TYPE ,  CUTE-CHARM ,No_ability,pixilate,95,65,65,110,130,60,525,False,False,generation-vi,0.04294,6.7173,0.55911,NoUsage,0.75,0.45
701,hawlucha,fighting,flying   ,limber,unburden,  MOLD-BREAKER ,78,92,75,74,63,118,500,False,False,generation-vi,0.00163,1.14419,0.00549,NO,0.21,0.25
702,dedenne,electric,fairy,cheek-pouch,pickup,plus,67,58,57,81,67,101,431,False,False,generation-vi,0.00726,0.00068,0.00274,NULL,NoUsage,NoUsage
703,carbink,rock,fairy   ,  CLEAR-BODY ,  NO-ABILITY ,sturdy,50,50,150,50,150,50,500,False,False,generation-vi,0.0006,0.03079,0.00591,-,NoUsage,NoUsage
704,  GOOMY ,dragon,  NO_TYPE ,sap-sipper,hydration,  GOOEY ,45,50,35,55,75,40,300,False,False,generation-vi,0.0,zero,0.0,NoUsage,NoUsage,NoUsage
705,sliggoo   ,  DRAGON ,No_type,sap-sipper,  HYDRATION ,gooey,68,75,53,83,113,60,452,False,False,generation-vi,NoUsage,0.0,0.0,NoUsage,NoUsage,N/A
705,sliggoo-hisui   ,steel,dragon,sap-sipper,shell-armor,gooey,58,75,83,83,113,40,452,False,False,generation-vi,N/A,0.00165,0.0,NoUsage,NoUsage,zero
706,goodra,dragon,No_type,sap-sipper,hydration,gooey,90,100,70,110,150,80,600,False,False,GEN_vi,0.00792,0.05327,0.01084,NoUsage,NoUsage,   
706,goodra-hisui,steel,dragon,sap-sipper,shell-armor,gooey,80,100,100,110,150,60,600,False,False,generation-vi,   ,9.21984,1.12362,-,0.93,0.07
707,  KLEFKI ,steel,fairy,prankster,  SEM_HABILIDADE ,magician,57,80,91,80,87,75,470,False,False,generation-vi,0.03152,0.60745,0.0955,NoUsage,NoUsage,1.23
708,phantump   ,  GHOST ,grass,natural-cure,frisk,  HARVEST ,43,70,48,50,60,38,309,False,False,generation-vi,0.0,N/A,0.0,NoUsage,none,NoUsage
709,trevenant   ,ghost   ,grass,  NATURAL-CURE ,  FRISK ,harvest,85,110,76,65,82,56,474,False,False,generation-vi,0.00584,0.04667,0.0073,0.14,NoUsage,NoUsage
710,pumpkaboo,ghost,grass,pickup,  FRISK ,insomnia,49,66,70,44,55,51,335,False,False,generation-vi,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
710,pumpkaboo-small,ghost,grass,pickup,  FRISK ,  INSOMNIA ,44,66,70,44,55,56,335,False,False,generation-vi,0.0,no usage,NoUsage,NoUsage,   ,NoUsage
710,pumpkaboo-large,ghost,grass,pickup,frisk,insomnia,54,66,70,44,55,46,335,False,False,generation-vi,0.0,NoUsage,NoUsage,-,NoUsage,NoUsage
710,pumpkaboo-super,ghost,grass,  PICKUP ,frisk,insomnia,59,66,70,44,55,41,335,False,False,generation-vi,0.0,zero,no usage,NoUsage,NoUsage,NoUsage
711,gourgeist   ,  GHOST ,grass,  PICKUP ,frisk,insomnia,65,90,122,58,75,84,494,False,False,generation-vi,zero,NoUsage,-,NoUsage,NoUsage,NoUsage
711,gourgeist-small,ghost,grass,pickup,  FRISK ,  INSOMNIA ,55,85,122,58,75,99,494,False,False,generation-vi,0.0011,NoUsage,no usage,-,NoUsage,NoUsage
711,gourgeist-large,ghost   ,grass,pickup,frisk   ,insomnia,75,95,122,58,75,69,494,False,False,GERAÇAO-VI,no usage,NoUsage,NoUsage,NoUsage,NO,NoUsage
711,gourgeist-super,ghost,  GRASS ,  PICKUP ,frisk,insomnia,85,100,122,58,75,54,494,False,False,generation-vi,0.00031,NoUsage,NoUsage,-,NoUsage,NoUsage
712,bergmite,  ICE ,No_type,own-tempo,ice-body,  STURDY ,55,69,85,32,35,28,304,False,False,generation-vi,0.0,NO,   ,zero,NULL,NoUsage
713,  AVALUGG ,ice,No_type,  OWN-TEMPO ,ice-body,  STURDY ,95,117,184,44,46,28,514,False,False,generation-vi,0.00053,0.00455,0.00549,NoUsage,NoUsage,0.11
713,avalugg-hisui,ice,rock,  STRONG-JAW ,ice-body,sturdy,95,127,184,34,36,38,514,False,False,GEN_vi,NoUsage,0.13614,0.00495,no usage,N/A,   
714,noibat,flying   ,dragon,frisk   ,infiltrator,telepathy   ,40,30,35,45,40,55,245,False,False,generation-vi,0.0,0.0,0.0,N/A,NoUsage,NO
715,  NOIVERN ,  FLYING ,dragon,frisk,infiltrator,telepathy,85,70,80,97,80,123,535,False,False,generation-vi,0.00106,0.03328,0.00475,NoUsage,no usage,0.04
716,  XERNEAS ,fairy,No_type,fairy-aura,   ,None ,126,131,95,131,98,99,680,True,False,GEN_vi,1.62003,   ,NoUsage,1.22,NoUsage,NO
717,yveltal,dark,  FLYING ,dark-aura,NULL,None ,126,131,95,131,98,99,680,True,False,generation-vi,13.2318,NoUsage,NoUsage,13.0,NoUsage,NoUsage
718,zygarde-50,dragon,ground   ,aura-break,none,none    ,108,100,121,81,95,95,600,True,False,GEN_vi,zero,NO,N/A,0.08,NoUsage,NULL
718,zygarde-10%-power-construct,  DRAGON ,  GROUND ,power-construct,None,None ,54,100,71,61,85,115,486,True,False,generation-vi,NoUsage,   ,NoUsage,NoUsage,NO,NoUsage
718,zygarde-50%-power-construct,  DRAGON ,  GROUND ,  POWER-CONSTRUCT ,none,None ,108,100,121,81,95,95,600,True,False,generation-vi,N/A,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
718,zygarde,dragon,ground,power-construct,  NONE ,None ,216,100,121,91,95,85,708,True,False,generation-vi,1.22946,-,N/A,NoUsage,NO,NoUsage
718,zygarde-10%,  DRAGON ,  GROUND ,aura-break,No_ability,None ,54,100,71,61,85,115,486,True,False,generation-vi,0.00034,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
719,diancie,rock   ,fairy,clear-body,sem_habilidade,None ,50,100,150,100,150,50,600,False,True,GEN_vi,NoUsage,NoUsage,NoUsage,NoUsage,N/A,NoUsage
719,diancie-mega   ,rock,fairy,magic-bounce,N/A,  NONE  ,50,160,110,160,110,110,700,False,True,generation-vi,no usage,no usage,-,NO,NoUsage,NoUsage
720,hoopa   ,psychic   ,  GHOST ,magician,None,None ,80,110,60,150,130,70,600,False,True,GERAÇAO-VI,NoUsage,NoUsage,NoUsage,no usage,NoUsage,NoUsage
720,hoopa-unbound   ,psychic   ,dark,magician,None,None ,80,160,60,170,130,80,680,False,True,generation -   vi,NoUsage,NoUsage,NO,   ,NoUsage,NoUsage
721,volcanion,fire,water,water-absorb,  NULL ,None ,80,110,120,130,90,70,600,False,True,generation-vi,NO,NoUsage,NoUsage,NoUsage,NoUsage,none
722,  ROWLET ,grass,  FLYING ,  OVERGROW ,No_ability,  LONG-REACH ,68,55,55,50,50,42,320,False,False,generation-vii,0.0,-,none,   ,0.06,NoUsage
723,dartrix,grass,flying,overgrow,  N/A ,long-reach,78,75,75,70,70,52,420,False,False,generation-vii,0.0,no usage,0.0,zero,NoUsage,NoUsage
724,decidueye,grass,ghost   ,overgrow,      ,long-reach   ,78,107,75,100,100,70,530,False,False,generation-vii,0.0077,0.03489,0.01204,N/A,NoUsage,none
724,decidueye-hisui,grass,fighting,overgrow,none,  SCRAPPY ,88,112,80,95,95,60,530,False,False,generation-vii,NO,0.25838,0.01894,NoUsage,NoUsage,1.05
725,litten   ,fire,No_type,blaze,none,intimidate,45,65,40,60,40,70,320,False,False,generation-vii,N/A,NoUsage,NO,NO,NoUsage,NoUsage
726,torracat,  FIRE ,No_type,blaze,N/A,intimidate,65,85,50,80,50,90,420,False,False,generation-vii,NoUsage,NoUsage,0.00602,0.06,NoUsage,NoUsage
727,incineroar,fire,dark,blaze,NULL,  INTIMIDATE ,95,115,90,80,90,60,530,False,False,generation-vii,58.57608,NULL,36.81468,73.41,none,32.4
728,popplio,water   ,  NO_TYPE ,  TORRENT ,   ,  LIQUID-VOICE ,50,54,54,66,56,40,320,False,False,generation-vii,0.0,   ,0.0,NoUsage,N/A,0.04
729,brionne,water,No_type,torrent,null   ,liquid-voice,60,69,69,91,81,50,420,False,False,generation-vii,none,NoUsage,   ,NoUsage,no usage,NoUsage
730,primarina,water,fairy,torrent,sem_habilidade,liquid-voice   ,80,74,74,126,116,60,530,False,False,generation-vii,0.08982,NoUsage,2.54596,NoUsage,NoUsage,17.33
731,pikipek,  NORMAL ,flying,keen-eye   ,skill-link,pickup,35,75,30,30,30,65,265,False,False,generation-vii,NoUsage,NoUsage,0.0,NoUsage,   ,NoUsage
732,trumbeak,  NORMAL ,flying,keen-eye,skill-link,pickup,55,85,50,40,50,75,355,False,False,generation-vii,NoUsage,zero,0.0,NoUsage,-,NoUsage
733,toucannon,normal,flying,keen-eye,skill-link,sheer-force,80,120,75,75,75,60,485,False,False,GEN_vii,NoUsage,NoUsage,0.00347,NoUsage,NO,N/A
734,yungoos,normal,No_type,stakeout   ,  STRONG-JAW ,adaptability,48,70,30,30,30,45,253,False,False,generation-vii,NULL,   ,0.0,NoUsage,NoUsage,NoUsage
735,gumshoos,normal,No_type,stakeout,strong-jaw,adaptability,88,110,60,55,60,45,418,False,False,generation-vii,NoUsage,3e-05,0.0,NoUsage,NO,N/A
735,gumshoos-totem,  NORMAL ,No_type,stakeout,strong-jaw,adaptability,88,110,60,55,60,45,418,False,False,generation-vii,NO,NO,no usage,none,NoUsage,NoUsage
736,grubbin,bug,no_type   ,swarm,none,None ,47,62,45,55,45,46,300,False,False,generation-vii,-,0.0,-,NoUsage,NoUsage,NoUsage
737,charjabug,bug,electric,battery,N/A,None ,57,82,95,55,75,36,400,False,False,generation-vii,0.01118,0.05135,0.00431,NoUsage,   ,zero
738,vikavolt   ,bug,  ELECTRIC ,levitate   ,NULL,None ,77,70,90,145,75,43,500,False,False,GERAÇAO-VII,NULL,0.29709,0.03409,NoUsage,0.11,0.09
738,  VIKAVOLT-TOTEM ,bug,electric,levitate,no-ability,None ,77,70,90,145,75,43,500,False,False,generation-vii,-,NO,NoUsage,none,NoUsage,   
739,crabrawler,fighting,No_type,hyper-cutter,  IRON-FIST ,anger-point   ,47,82,57,42,47,63,338,False,False,generation-vii,zero,0.0,zero,N/A,NoUsage,NoUsage
740,crabominable,fighting,ice   ,hyper-cutter,iron-fist   ,anger-point   ,97,132,77,62,67,43,478,False,False,generation-vii,N/A,0.0092,0.01238,NoUsage,-,0.09
741,oricorio,fire,flying,  DANCER ,      ,none    ,75,70,70,98,70,93,476,False,False,generation-vii,NoUsage,0.00101,0.00142,NoUsage,NoUsage,NoUsage
741,oricorio-pom-pom,electric,flying,dancer,None,None ,75,70,70,98,70,93,476,False,False,generation-vii,none,0.05796,0.00786,NoUsage,NoUsage,NoUsage
741,  ORICORIO-PAU ,  PSYCHIC ,flying,dancer,  NULL ,None ,75,70,70,98,70,93,476,False,False,generation-vii,NoUsage,NoUsage,   ,NoUsage,NoUsage,NoUsage
741,oricorio-sensu   ,ghost,  FLYING ,dancer   ,NULL,  NONE  ,75,70,70,98,70,93,476,False,False,generation-vii,N/A,0.06746,0.02978,no usage,NoUsage,NO
742,cutiefly,bug,  FAIRY ,honey-gather,shield-dust   ,sweet-veil   ,40,45,40,55,40,84,304,False,False,GEN_vii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage
743,ribombee,bug   ,fairy,honey-gather,shield-dust,sweet-veil   ,60,55,60,95,70,124,464,False,False,generation-vii,0.01587,0.03048,0.04482,   ,NoUsage,0.27
743,ribombee-totem,bug,fairy,  HONEY-GATHER ,  SHIELD-DUST ,  SWEET-VEIL ,60,55,60,95,70,124,464,False,False,generation -   vii,N/A,N/A,NoUsage,   ,NoUsage,none
744,rockruff,  ROCK ,No_type,keen-eye,  VITAL-SPIRIT ,steadfast,45,65,40,30,40,60,280,False,False,generation-vii,0.0,N/A,NoUsage,NoUsage,NoUsage,NoUsage
744,rockruff-own-tempo,rock,no_type   ,own-tempo,None,none    ,45,65,40,30,40,60,280,False,False,GEN_vii,NoUsage,-,NoUsage,NoUsage,NoUsage,NoUsage
745,  LYCANROC-MIDDAY ,rock,No_type,keen-eye,sand-rush   ,steadfast   ,75,115,65,55,65,112,487,False,False,GERAÇAO-VII,0.0,1.21018,0.69384,NoUsage,0.07,NoUsage
745,lycanroc-midnight,rock,No_type,  KEEN-EYE ,vital-spirit,no-guard   ,85,115,75,55,75,82,487,False,False,generation-vii,0.0,0.01347,0.0005,NoUsage,NoUsage,N/A
745,lycanroc-dusk,rock,No_type,tough-claws,none   ,none    ,75,117,65,55,65,110,487,False,False,generation-vii,0.00451,0.01247,0.00203,NoUsage,NoUsage,NoUsage
746,wishiwashi-solo,water,No_type,schooling,no_ability   ,None ,45,20,20,25,25,40,175,False,False,generation-vii,NoUsage,N/A,N/A,N/A,NoUsage,NoUsage
746,wishiwashi,water,No_type,schooling   ,  NONE ,None ,45,140,130,140,135,30,620,False,False,generation-vii,0.0,no usage,zero,none,NoUsage,NoUsage
747,mareanie,poison   ,water   ,  MERCILESS ,limber,regenerator,50,53,62,43,52,45,305,False,False,generation-vii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage
748,toxapex,poison   ,water,  MERCILESS ,  LIMBER ,regenerator   ,50,63,152,53,142,35,495,False,False,generation-vii,0.05404,0.39142,0.05043,0.08,NoUsage,NoUsage
749,mudbray,ground,No_type,own-tempo,stamina,inner-focus,70,100,70,45,55,45,385,False,False,generation-vii,none,0.0,N/A,-,NoUsage,no usage
750,mudsdale,ground,no_type   ,  OWN-TEMPO ,stamina,inner-focus,100,125,100,55,85,35,500,False,False,generation -   vii,0.10411,0.37355,0.0961,NoUsage,-,NoUsage
751,dewpider,water,bug,water-bubble,None,  WATER-ABSORB ,38,40,52,40,72,27,269,False,False,generation-vii,0.0,NoUsage,0.0,NoUsage,-,NoUsage
